CONTEST_CODE;INDICATOR_CALC_TYPE;INDICATOR_ADD_CALC_TYPE;FULL_NAME;INDICATOR_CODE;INDICATOR_AGG_FUNCTION;INDICATOR_WEIGHT;INDICATOR_OBJECT;INDICATOR_MARK_TYPE;INDICATOR_MATCH;INDICATOR_VALUE;CONTEST_CRITERION;INDICATOR_FILTER;CONTESTANT_SELECTION;CALC_TYPE;N
01_2025-2_14-2_4;1;;COMPASARS_KKP_ID;COMPASARS_KKP_ID;COUNT_DISTINCT;1;;RATING;MAX;0;;"[{"""filtered_attribute_code""":"""kross_cnt""","""filtered_attribute_type""":"""INTEGER""","""filtered_attribute_match""":""">""","""filtered_attribute_value""":1},{"""filtered_attribute_code""":"""deal_is_msh""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""kkp_status_code""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""IMPLEMENTED""","""PARTLY_IMPLEMENTED"""]},{"""filtered_attribute_code""":"""e2e_product_code""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""NOT_IN""","""filtered_attribute_condition""":["""016"""]},{"""filtered_attribute_code""":"""customer_segment""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""Крупнейшие""","""Крупные""","""Средние"""]}]";0;0;128
01_2025-2_14-2_5;1;;COMPASARS_KKP_ID;COMPASARS_KKP_ID;COUNT_DISTINCT;1;;RATING;MAX;0;;"[{"""filtered_attribute_code""":"""deal_is_msh""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""kkp_status_code""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""IMPLEMENTED""","""PARTLY_IMPLEMENTED"""]},{"""filtered_attribute_code""":"""e2e_product_code""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""NOT_IN""","""filtered_attribute_condition""":["""016"""]},{"""filtered_attribute_code""":"""customer_segment""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""Крупнейшие""","""Крупные""","""Средние"""]}]";0;0;129
01_2025-2_15-1_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;130
01_2025-2_16-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;131
01_2025-2_21-1_1;1;;WAIT;WAIT;;;;CRITERION;=;100;;;;1;132
01_2026-0_09-1_2;1;;WAIT;WAIT;;;;CRITERION;=;3;;;;1;133
01_2026-0_09-1_3;1;;WAIT;WAIT;;;;CRITERION;=;5;;;;1;134
01_2026-0_09-1_4;1;;WAIT;WAIT;;;;CRITERION;=;5;;;;1;135
01_2026-0_10-1_1;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;100000;;;;0;136
01_2026-0_10-1_2;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;500000;;;;0;137
01_2026-0_10-1_3;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;3000000;;;;0;138
01_2026-0_10-1_4;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;10000000;;;;0;139
01_2026-0_13-1_1;1;;PFIMIS_CUSTOMER_ID;PFIMIS_CUSTOMER_ID;COUNT_DISTINCT;1;;CRITERION;>=;1;;"[{"""filtered_attribute_code""":"""segment""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""20201""","""10100""","""20202""","""20605"""]},{"""filtered_attribute_code""":"""tb""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""NOT_IN""","""filtered_attribute_condition""":["""99"""]},{"""filtered_attribute_code""":"""is_manual_correct""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""is_cva_product""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""product_group""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""1""","""2""","""14""","""8"""]}]";;0;140
01_2026-0_13-1_2;1;;PFIMIS_CUSTOMER_ID;PFIMIS_CUSTOMER_ID;COUNT_DISTINCT;1;;CRITERION;>=;3;;"[{"""filtered_attribute_code""":"""segment""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""20201""","""10100""","""20202""","""20605"""]},{"""filtered_attribute_code""":"""tb""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""NOT_IN""","""filtered_attribute_condition""":["""99"""]},{"""filtered_attribute_code""":"""is_manual_correct""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""is_cva_product""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""product_group""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""1""","""2""","""14""","""8"""]}]";;0;141
01_2026-0_13-1_3;1;;PFIMIS_CUSTOMER_ID;PFIMIS_CUSTOMER_ID;COUNT_DISTINCT;1;;CRITERION;>=;10;;"[{"""filtered_attribute_code""":"""segment""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""20201""","""10100""","""20202""","""20605"""]},{"""filtered_attribute_code""":"""tb""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""NOT_IN""","""filtered_attribute_condition""":["""99"""]},{"""filtered_attribute_code""":"""is_manual_correct""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""is_cva_product""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""0"""]},{"""filtered_attribute_code""":"""product_group""","""filtered_attribute_type""":"""STRING""","""filtered_attribute_match""":"""IN""","""filtered_attribute_condition""":["""1""","""2""","""14""","""8"""]}]";;0;142
01_2026-0_13-1_4;1;;WAIT;WAIT;;;;CRITERION;>=;1;;;;1;143
01_2026-0_13-1_5;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;144
01_2026-0_13-1_6;1;;WAIT;WAIT;;;;CRITERION;>=;10;;;;1;145
02_2025-0_01-4_1;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;146
02_2025-0_01-4_2;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;147
02_2025-0_01-4_3;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;148
02_2025-1_07-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;149
02_2025-1_07-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;150
02_2025-1_07-5_1;1;;WAIT;WAIT;;;;CRITERION;>=;5000000;;;;1;151
02_2025-1_07-5_10;1;;WAIT;WAIT;;;;CRITERION;>=;2;;;;1;152
02_2025-1_07-5_2;1;;WAIT;WAIT;;;;CRITERION;>=;5000000;;;;1;153
02_2025-1_07-5_3;1;;WAIT;WAIT;;;;CRITERION;>=;500000;;;;1;154
02_2025-1_07-5_4;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;155
02_2025-1_07-5_5;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;156
02_2025-1_07-5_6;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;157
02_2025-1_07-5_7;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;158
02_2025-1_07-5_8;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;159
02_2025-1_07-5_9;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;160
02_2025-1_07-7_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;161
02_2025-1_07-8_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;162
02_2025-1_07-9_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;163
02_2025-2_07-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;164
02_2025-2_07-10_1;1;;WAIT;WAIT;;;;RATING;MAX;0;;;0;1;165
02_2025-2_07-11_3;1;;WAIT;WAIT;;;;RATING;MAX;0;;;;1;166
02_2025-2_07-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;167
02_2025-2_07-2_2;1;;WAIT;WAIT;;;;CRITERION;>=;12000000;;;;1;168
02_2025-2_07-3_1;1;;WAIT;WAIT;;;;RATING;MAX;0;;;0;1;169
02_2025-2_07-5_4;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;170
02_2025-2_07-7_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;171
02_2025-2_07-8_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;172
02_2025-2_07-9_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;173
03_2025-0_01-4_1;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;174
03_2025-0_01-4_2;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;175
03_2025-0_01-4_3;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;176
04_2025-0_15-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;177
04_2025-0_15-1_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;178
04_2025-0_15-1_3;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;179
04_2025-0_15-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;180
04_2025-0_15-2_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;181
04_2025-0_15-2_3;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;182
05_2025-0_18-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;183
05_2025-0_18-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;184
05_2025-0_18-2_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;3;185
05_2025-0_18-3_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;186
05_2025-0_18-4_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;187
05_2025-0_18-5_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;188
05_2025-0_18-6_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;189
05_2025-0_18-7_1;1;;WAIT;WAIT;;;;CRITERION;>=;1;;;;1;190
05_2025-0_18-7_2;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;191
05_2025-0_18-7_3;1;;WAIT;WAIT;;;;CRITERION;>=;5;;;;1;192
05_2025-0_18-7_4;1;;WAIT;WAIT;;;;CRITERION;>=;10;;;;1;193
05_2025-0_18-8_1;1;;WAIT;WAIT;;;;CRITERION;>=;1;;;;1;194
05_2025-0_18-8_2;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;195
05_2025-0_18-8_3;1;;WAIT;WAIT;;;;CRITERION;>=;5;;;;1;196
05_2025-0_18-8_4;1;;WAIT;WAIT;;;;CRITERION;>=;10;;;;1;197
06_2025-0_18-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;198
06_2025-0_18-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;199
06_2025-0_18-2_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;3;200
06_2025-0_18-3_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;201
06_2025-0_18-4_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;202
07_2025-0_18-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;203
07_2025-0_18-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;204
07_2025-0_18-2_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;3;205
07_2025-0_18-3_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;206
07_2025-0_18-4_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;207
08_2025-0_18-1_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;208
08_2025-0_18-2_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;209
08_2025-0_18-2_2;1;;WAIT;WAIT;;;;RATING;MAX;;;;;3;210
08_2025-0_18-3_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;211
08_2025-0_18-4_1;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;212
CONTEST_01;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;100000;;;;0;213
CONTEST_02;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;500000;;;;0;214
CONTEST_03;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;3000000;;;;0;215
CONTEST_04;1;;INCOME;INCOME;SUM;1;;CRITERION;>=;10000000;;;;0;216
CONTEST_05;1;;INCOME;INCOME;SUM;1;;GAIN;X2;;;;;0;217
CONTEST_06;1;;INCOME;INCOME;SUM;1;;GAIN;X3;;;;;0;218
CONTEST_07;1;;INCOME;INCOME;SUM;1;;GAIN;X4;;;;;0;219
CONTEST_08_01;1;;WD;WD;SUM;1;;RATING;MAX;;;;;0;220
CONTEST_10_01;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;221
CONTEST_11;1;;WAIT;LEAGUEDEL;;;;CRITERION;=;1;;;;2;222
CONTEST_12;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;223
CONTEST_13;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;224
CONTEST_14;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;225
CONTEST_15;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;226
CONTEST_16;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;227
CONTEST_17;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;228
CONTEST_19;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;229
CONTEST_20;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;230
CONTEST_23;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;231
CONTEST_25;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;232
CONTEST_26;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;233
CONTEST_28;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;234
CONTEST_29;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;235
CONTEST_30;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;236
CONTEST_31;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;237
CONTEST_32;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;238
CONTEST_33;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;239
CONTEST_34;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;240
CONTEST_35;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;241
CONTEST_36;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;242
CONTEST_37;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;243
CONTEST_38;1;;WAIT;WAIT;SUM;1;;RATING;MAX;;;;;1;244
CONTEST_39_01;1;;WAIT;WAIT;;;;CRITERION;>=;1;;;;1;245
CONTEST_39_02;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;246
CONTEST_39_03;1;;WAIT;WAIT;;;;CRITERION;>=;10;;;;1;247
CONTEST_40;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;248
CONTEST_41;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;249
CONTEST_42;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;250
CONTEST_43;1;;WAIT;WAIT;;;;CRITERION;>=;1000000000;;;;1;251
CONTEST_44;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;252
CONTEST_45;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;253
CONTEST_46;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;254
CONTEST_47;1;;WAIT;WAIT;;;;CRITERION;>=;2;;;;1;255
CONTEST_50;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;256
CONTEST_51;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;257
CONTEST_52;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;258
CONTEST_55;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;259
CONTEST_56;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;292
CONTEST_57;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;293
CONTEST_62;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;260
CONTEST_63;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;261
CONTEST_64;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;262
CONTEST_65;1;;WAIT;WAIT;SUM;1;;CRITERION;=;1;;;;1;263
CONTEST_66;1;;WAIT;WAIT;SUM;1;;CRITERION;=;1;;;;0;264
CONTEST_67;1;;WAIT;WAIT;SUM;1;;CRITERION;=;1;;;;1;265
CONTEST_68;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;266
CONTEST_69;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;267
CONTEST_91;1;;EFFICIENCYARSKKSB_EFF;EFFICIENCYARSKKSB_EFF;SUM;1;;RATING;MAX;1;;;0;0;268
CONTEST_92;1;;EFFICIENCYARSKKSB_OD_YEAR_GROWTH;EFFICIENCYARSKKSB_OD_YEAR_GROWTH;SUM;1;;RATING;MAX;1;;;0;0;269
CONTEST_93;1;;WAIT;WAIT;;;;RATING;MAX;1;;;0;1;270
CONTEST_94;1;;EFFICIENCYARSKKSB_OD_YEAR_GROWTH;EFFICIENCYARSKKSB_OD_YEAR_GROWTH;SUM;1;;RATING;MAX;1;;;0;0;271
CONTEST_95;1;;EFFICIENCYARSKKSB_OD_YEAR_TEMP;EFFICIENCYARSKKSB_OD_YEAR_TEMP;SUM;1;;RATING;MAX;1;;;0;0;272
CONTEST_96;1;;EFFICIENCYARSKKSB_OD_YEAR_TEMP;EFFICIENCYARSKKSB_OD_YEAR_TEMP;SUM;1;;RATING;MAX;1;;;0;0;273
CONTEST_m_01;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;274
CONTEST_m_02;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;275
CONTEST_m_03;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;276
CONTEST_m_04;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;277
CONTEST_m_05;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;278
CONTEST_m_06;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;279
CONTEST_m_07;1;;WAIT;WAIT;;;;RATING;MAX;;;;;1;280
CONTEST_m_08;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;281
CONTEST_m_09;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;282
CONTEST_m_10;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;283
CONTEST_s_01_01;1;;WAIT;WAIT;;;;CRITERION;>=;1;;;;1;284
CONTEST_s_01_02;1;;WAIT;WAIT;;;;CRITERION;>=;3;;;;1;285
CONTEST_s_01_03;1;;WAIT;WAIT;;;;CRITERION;>=;5;;;;1;286
CONTEST_s_03;1;;WAIT;WAIT;;;;CRITERION;>=;2;;;;1;287
CONTEST_s_04;1;;WAIT;WAIT;;;;CRITERION;>=;2;;;;1;288
CONTEST_s_05;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;289
CONTEST_s_06;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;290
CONTEST_s_07;1;;WAIT;WAIT;;;;CRITERION;=;1;;;;1;291
